Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Sri Lanka,LKA,2010,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,98
Sri Lanka,LKA,2008,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,97
Sri Lanka,LKA,2006,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,97
Sri Lanka,LKA,2001,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,95
Sri Lanka,LKA,1981,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,92
Sri Lanka,LKA,2022,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,92
Sri Lanka,LKA,2021,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,92
Sri Lanka,LKA,2020,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,92
Sri Lanka,LKA,2019,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,92
Sri Lanka,LKA,2018,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,91
Sri Lanka,LKA,2017,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,91
Sri Lanka,LKA,2016,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,91
Sri Lanka,LKA,2010,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,90
Sri Lanka,LKA,2008,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,89
Sri Lanka,LKA,2006,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,89
Sri Lanka,LKA,2001,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,89
Sri Lanka,LKA,1981,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,82
Sri Lanka,LKA,2022,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,93
Sri Lanka,LKA,2021,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,93
Sri Lanka,LKA,2020,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,93
Sri Lanka,LKA,2019,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,93
Sri Lanka,LKA,2018,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,93
Sri Lanka,LKA,2017,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,93
Sri Lanka,LKA,2016,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,93
Sri Lanka,LKA,2010,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,93
Sri Lanka,LKA,2008,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,92
Sri Lanka,LKA,2006,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,93
Sri Lanka,LKA,2001,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,92
Sri Lanka,LKA,1981,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,91
Sri Lanka,LKA,2020,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00074994564056
Sri Lanka,LKA,2019,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.995429992675781
Sri Lanka,LKA,2018,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.989300012588501
Sri Lanka,LKA,2017,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.985710024833679
Sri Lanka,LKA,2016,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.978709995746613
Sri Lanka,LKA,2015,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.978940010070801
Sri Lanka,LKA,2014,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.977280020713806
Sri Lanka,LKA,2013,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.976220011711121
Sri Lanka,LKA,2012,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.976660013198853
Sri Lanka,LKA,2011,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.960629999637604
Sri Lanka,LKA,2010,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.975220024585724
Sri Lanka,LKA,2009,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.982209980487823
Sri Lanka,LKA,2008,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.986459970474243
Sri Lanka,LKA,2007,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.988070011138916
Sri Lanka,LKA,2006,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.990920007228851
Sri Lanka,LKA,2005,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.994530022144318
Sri Lanka,LKA,2004,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.06619000434875
Sri Lanka,LKA,2003,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.994470000267029
Sri Lanka,LKA,2002,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98811000585556
Sri Lanka,LKA,2001,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.984350025653839
Sri Lanka,LKA,1998,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.978839993476868
Sri Lanka,LKA,1996,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.975499987602234
Sri Lanka,LKA,1995,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.970700025558472
Sri Lanka,LKA,1994,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97095000743866
Sri Lanka,LKA,1993,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.971870005130768
Sri Lanka,LKA,1992,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.967279970645905
Sri Lanka,LKA,1991,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.966310024261475
Sri Lanka,LKA,1990,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.966449975967407
Sri Lanka,LKA,1989,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.967769980430603
Sri Lanka,LKA,1988,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.965330004692078
Sri Lanka,LKA,1987,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.96314001083374
Sri Lanka,LKA,1986,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.965380012989044
Sri Lanka,LKA,1985,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.964060008525848
Sri Lanka,LKA,1984,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.963930010795593
Sri Lanka,LKA,1983,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.962430000305176
Sri Lanka,LKA,1982,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.963259994983673
Sri Lanka,LKA,1981,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.958580017089844
Sri Lanka,LKA,1980,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.95235002040863
Sri Lanka,LKA,1978,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.922999978065491
Sri Lanka,LKA,1977,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.923399984836578
Sri Lanka,LKA,1976,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.922760009765625
Sri Lanka,LKA,1975,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.919110000133514
Sri Lanka,LKA,1971,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.996399998664856
Sri Lanka,LKA,1970,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.910009980201721
Sri Lanka,LKA,2018,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02416002750397
Sri Lanka,LKA,2017,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02471995353699
Sri Lanka,LKA,2016,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01145994663239
Sri Lanka,LKA,2013,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01747000217438
Sri Lanka,LKA,2012,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.0183299779892
Sri Lanka,LKA,2011,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.995890021324158
Sri Lanka,LKA,2010,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.997380018234253
Sri Lanka,LKA,1995,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.0286500453949
Sri Lanka,LKA,1994,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.03672003746033
Sri Lanka,LKA,1993,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02930998802185
Sri Lanka,LKA,1992,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02672004699707
Sri Lanka,LKA,1991,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02661001682281
Sri Lanka,LKA,1990,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02120995521545
Sri Lanka,LKA,1989,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02107000350952
Sri Lanka,LKA,1988,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02125000953674
Sri Lanka,LKA,1987,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02188003063202
Sri Lanka,LKA,1986,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02198004722595
Sri Lanka,LKA,1985,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01777994632721
Sri Lanka,LKA,1984,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01797997951508
Sri Lanka,LKA,1983,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01531004905701
Sri Lanka,LKA,1982,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01670002937317
Sri Lanka,LKA,1981,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.00952005386353
Sri Lanka,LKA,1976,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.979610025882721
Sri Lanka,LKA,2018,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.04683005809784
Sri Lanka,LKA,2017,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.0514600276947
Sri Lanka,LKA,2016,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.03437995910645
Sri Lanka,LKA,2013,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.04642999172211
Sri Lanka,LKA,2012,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.04752004146576
Sri Lanka,LKA,2011,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.02037000656128
Sri Lanka,LKA,2010,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.01268994808197
Sri Lanka,LKA,1995,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.08103001117706
Sri Lanka,LKA,1994,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.09640002250671
Sri Lanka,LKA,1993,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.08429002761841
Sri Lanka,LKA,1992,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.08680999279022
Sri Lanka,LKA,1991,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.09171998500824
Sri Lanka,LKA,1990,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.08064997196198
Sri Lanka,LKA,1989,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.08053994178772
Sri Lanka,LKA,1988,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.08477997779846
Sri Lanka,LKA,1987,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.08946001529694
Sri Lanka,LKA,1986,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.1152800321579
Sri Lanka,LKA,1985,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.10755002498627
Sri Lanka,LKA,1984,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.10908997058868
Sri Lanka,LKA,1983,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.10712003707886
Sri Lanka,LKA,1982,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.11334002017975
Sri Lanka,LKA,1981,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.10273003578186
Sri Lanka,LKA,1976,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.06167995929718
Sri Lanka,LKA,2022,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.39707887172699
Sri Lanka,LKA,2021,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.38230800628662
Sri Lanka,LKA,2020,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.39931762218475
Sri Lanka,LKA,2019,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.39371562004089
Sri Lanka,LKA,2018,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.34265601634979
Sri Lanka,LKA,2017,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.35345530509949
Sri Lanka,LKA,2016,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.36694824695587
Sri Lanka,LKA,2015,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.35691797733307
Sri Lanka,LKA,2014,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.22692060470581
Sri Lanka,LKA,2013,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.35024058818817
Sri Lanka,LKA,2012,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.36601614952087
Sri Lanka,LKA,2011,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.4036055803299
Sri Lanka,LKA,2010,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.43407618999481
Sri Lanka,LKA,1994,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.495429992675781
Sri Lanka,LKA,1986,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.708570003509521
Sri Lanka,LKA,1985,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.697790026664734
Sri Lanka,LKA,1984,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.668799996376038
Sri Lanka,LKA,1983,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.680180013179779
Sri Lanka,LKA,1981,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.768490016460419
Sri Lanka,LKA,1979,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.619660019874573
Sri Lanka,LKA,1978,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.558839976787567
Sri Lanka,LKA,1977,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.574440002441406
Sri Lanka,LKA,1975,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.572350025177002
Sri Lanka,LKA,1974,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.613749980926514
Sri Lanka,LKA,1973,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.634630024433136
Sri Lanka,LKA,1971,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.658749997615814
Sri Lanka,LKA,1970,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.784650027751923
Sri Lanka,LKA,2020,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,73.8570709228516
Sri Lanka,LKA,2019,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,72.6849365234375
Sri Lanka,LKA,2018,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,70.7490768432617
Sri Lanka,LKA,2017,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,74.8247299194336
Sri Lanka,LKA,2016,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,74.6949005126953
Sri Lanka,LKA,2015,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,75.0025405883789
Sri Lanka,LKA,2014,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,69.9195175170898
Sri Lanka,LKA,2013,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,67.1677474975586
Sri Lanka,LKA,2012,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,64.8973922729492
Sri Lanka,LKA,2011,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,63.3208999633789
Sri Lanka,LKA,2010,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,61.4889297485352
Sri Lanka,LKA,2020,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,69.8945617675781
Sri Lanka,LKA,2019,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,68.4660568237305
Sri Lanka,LKA,2018,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,66.6764602661133
Sri Lanka,LKA,2017,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,66.9533920288086
Sri Lanka,LKA,2016,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,71.9058685302734
Sri Lanka,LKA,2015,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,66.3262023925781
Sri Lanka,LKA,2014,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,62.6332511901855
Sri Lanka,LKA,2013,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,61.380199432373
Sri Lanka,LKA,2012,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,59.3537712097168
Sri Lanka,LKA,2011,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,57.5943412780762
Sri Lanka,LKA,2010,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,55.9347190856934
Sri Lanka,LKA,2022,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,97.1533813476562
Sri Lanka,LKA,2021,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,98.2793197631836
Sri Lanka,LKA,2020,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,96.3230743408203
Sri Lanka,LKA,2019,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,95.9360961914062
Sri Lanka,LKA,2017,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,97.0844039916992
Sri Lanka,LKA,2016,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,95.7513809204102
Sri Lanka,LKA,2015,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,94.7861785888672
Sri Lanka,LKA,2014,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,95.0256271362305
Sri Lanka,LKA,2013,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,95.4804534912109
Sri Lanka,LKA,2012,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,94.8554306030273
Sri Lanka,LKA,2011,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,95.8545608520508
Sri Lanka,LKA,2010,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,96.5194320678711
Sri Lanka,LKA,2009,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,91.3257827758789
Sri Lanka,LKA,2008,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,91.6978988647461
Sri Lanka,LKA,2007,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,95.2116012573242
Sri Lanka,LKA,2006,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,97.4106674194336
Sri Lanka,LKA,2005,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,97.0059432983398
